"sampleID"	"DepMap_ID"	"PvA"	"UMAP_1"	"UMAP_2"	"lineage"	"subtype"	"Primary/Metastasis"	"type"	"cluster"	"cancer_type"	"RF_class"	"RF_probability"	"RF_probability_margin"	"Celligner_class"	"Celligner_class_confidence"	"uncorrected_tumor_class"	"uncorrected_tumor_prop"	"undifferentiated_cluster"
"THR14_0319_S01"	NA	NA	11.979769685639	-0.918271371990936	"central_nervous_system"	"glioma"	NA	"tumor"	38	"central_nervous_system"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR20_0505_S01"	NA	NA	11.7593538895122	-0.598821238442772	"central_nervous_system"	"medulloblastoma"	NA	"tumor"	38	"Medulloblastoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_2029_S02"	NA	NA	8.69965461614316	-10.6296309964201	"central_nervous_system"	"glioma"	NA	"tumor"	46	"Pediatric Glioma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_2020_S01"	NA	NA	8.73857161777255	-10.8869542500141	"central_nervous_system"	"glioma"	NA	"tumor"	46	"central_nervous_system"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_2029_S01"	NA	NA	10.7424103473098	-6.9359679897048	"central_nervous_system"	"glioma"	NA	"tumor"	40	"Pediatric Glioma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR09_0568_S01"	NA	NA	7.94918487141648	8.60585578159463	"lymphocyte"	NA	NA	"tumor"	29	"lymphocyte"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_2110_S01"	NA	NA	7.79539721464491	13.8939249110777	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	2	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_2108_S01"	NA	NA	6.88412332594088	-3.89900485959483	"bone"	"osteosarcoma"	NA	"tumor"	41	"Osteosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TARGET-40-PALZGU-01A-01R"	NA	NA	8.51880653630968	-3.10883248577344	"bone"	"osteosarcoma"	NA	"tumor"	41	"Osteosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR22_0584_S01"	NA	NA	6.98924525553425	9.01668854384796	"lymphocyte"	NA	NA	"tumor"	29	"lymphocyte"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR20_0514_S01"	NA	NA	12.1041937123454	-0.962014159940588	"central_nervous_system"	"medulloblastoma"	NA	"tumor"	38	"Medulloblastoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR15_0336_S01"	NA	NA	8.25371234779768	-3.07144648483505	"bone"	"osteosarcoma"	NA	"tumor"	41	"Osteosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR20_0492_S01"	NA	NA	10.9824403516849	-1.27490653953056	"central_nervous_system"	"medulloblastoma"	NA	"tumor"	38	"Medulloblastoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR29_0796_S01"	NA	NA	11.8890515179095	6.25860696383055	"soft_tissue"	"alveolar rhabdomyosarcoma"	NA	"tumor"	33	"Rhabdomyosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR39_1375_S01"	NA	NA	5.42773472576781	-5.0740439984332	"soft_tissue"	"synovial sarcoma"	NA	"tumor"	64	"Synovial Sarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1473_S01"	NA	NA	2.13868235914356	11.1609481250364	"blood"	"acute megakaryoblastic leukemia"	NA	"tumor"	34	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1505_S01"	NA	NA	1.73727225661435	10.2460308962788	"blood"	"acute megakaryoblastic leukemia"	NA	"tumor"	34	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TARGET-40-PANXSC-01A-01R"	NA	NA	7.03734737857515	-3.65046321000796	"bone"	"osteosarcoma"	NA	"tumor"	41	"Osteosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR22_0603_S01"	NA	NA	5.27904510983195	9.78935194118738	"lymphocyte"	NA	NA	"tumor"	29	"lymphocyte"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1832_S01"	NA	NA	6.65939688430931	-10.925418479327	"central_nervous_system"	"ependymoma"	NA	"tumor"	4	"central_nervous_system"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1741_S01"	NA	NA	0.977922269940174	11.7874243318855	"blood"	"acute myeloid leukemia"	NA	"tumor"	34	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_2138_S01"	NA	NA	-9.09539449204997	-3.73851590299292	"soft_tissue"	NA	NA	"tumor"	7	"Rhabdomyosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR30_0845_S01"	NA	NA	15.4401866411941	1.51428464483969	"bone"	"Ewing sarcoma"	NA	"tumor"	52	"Ewing"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TH03_0010_S02"	NA	NA	-0.387230670308446	12.9610532864938	"blood"	"acute leukemia"	NA	"tumor"	28	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TH03_0010_S01"	NA	NA	0.866983979814931	13.7382382209127	"blood"	"acute leukemia"	NA	"tumor"	39	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR08_0196_S01"	NA	NA	3.21213304585648	9.30173127824156	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	43	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_2172_S01"	NA	NA	12.2687871611599	5.02611397499977	"soft_tissue"	NA	NA	"tumor"	33	"Rhabdomyosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1633_S01"	NA	NA	7.57688049562246	13.4342033277585	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	2	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR15_0341_S01"	NA	NA	5.6167530521168	-3.61090275590004	"bone"	"osteosarcoma"	NA	"tumor"	14	"Osteosarcoma"	NA	NA	NA	NA	NA	NA	NA	TRUE
"THR24_1835_S01"	NA	NA	6.9929328421916	-10.9505933862502	"central_nervous_system"	"ependymoma"	NA	"tumor"	4	"central_nervous_system"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1835_S02"	NA	NA	6.50570143723617	-10.9368088784785	"central_nervous_system"	"ependymoma"	NA	"tumor"	4	"central_nervous_system"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1710_S01"	NA	NA	0.2819832110863	14.6259519414761	"blood"	"acute myeloid leukemia"	NA	"tumor"	28	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1876_S01"	NA	NA	9.94960350724349	11.4711038132971	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	61	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TH34_1239_S01"	NA	NA	-1.62463899916275	12.9998427091768	"blood"	"acute myeloid leukemia"	NA	"tumor"	49	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR20_0504_S01"	NA	NA	11.4957541125213	-0.723178116399445	"central_nervous_system"	"medulloblastoma"	NA	"tumor"	38	"Medulloblastoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TARGET-40-0A4HY5-01A-01R"	NA	NA	3.72930868963793	-4.45305917461079	"bone"	"osteosarcoma"	NA	"tumor"	14	"Osteosarcoma"	NA	NA	NA	NA	NA	NA	NA	TRUE
"THR30_0822_S01"	NA	NA	15.3225771068674	1.48027607597428	"bone"	"Ewing sarcoma"	NA	"tumor"	52	"Ewing"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1627_S01"	NA	NA	6.57722955799921	14.1693322096521	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	2	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TH06_0633_S01"	NA	NA	4.66308452291861	-4.93206143023009	"soft_tissue"	"neurofibroma"	NA	"tumor"	37	"soft_tissue"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_2059_S01"	NA	NA	8.32075513967558	-8.99884419827403	"central_nervous_system"	"glioma"	NA	"tumor"	20	"central_nervous_system"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TH02_0652_S01"	NA	NA	7.79851193656922	-8.7746243370173	"central_nervous_system"	"glioma"	NA	"tumor"	4	"Pediatric Glioma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TH03_0148_S01"	NA	NA	-10.3371228656291	-0.698417216924865	"lymphocyte"	NA	NA	"tumor"	10	"lymphocyte"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_2155_S01"	NA	NA	11.5419050711108	6.23900348001901	"soft_tissue"	NA	NA	"tumor"	33	"Rhabdomyosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR29_0791_S01"	NA	NA	12.3850154003558	5.25528130782725	"soft_tissue"	"embryonal rhabdomyosarcoma"	NA	"tumor"	33	"Rhabdomyosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1823_S01"	NA	NA	6.96095095751563	-11.0133392486758	"central_nervous_system"	"ependymoma"	NA	"tumor"	4	"central_nervous_system"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1709_S01"	NA	NA	-0.307059840398974	14.455195697393	"blood"	"acute myeloid leukemia"	NA	"tumor"	28	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR37_1296_S01"	NA	NA	5.8819819855415	-10.3996121261269	"central_nervous_system"	"ependymoma"	NA	"tumor"	4	"central_nervous_system"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1857_S01"	NA	NA	6.57444274774223	13.4128567086567	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	2	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR29_0741_S01"	NA	NA	-7.31769453948328	-4.72402840107643	"soft_tissue"	"embryonal rhabdomyosarcoma"	NA	"tumor"	12	"Rhabdomyosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_2048_S01"	NA	NA	8.07474041406381	-9.50585015128395	"central_nervous_system"	"glioma"	NA	"tumor"	4	"Pediatric Glioma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1667_S01"	NA	NA	7.65179714443739	13.7652478749972	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	2	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_2023_S01"	NA	NA	11.9706908187489	-0.995970336444487	"central_nervous_system"	"glioma"	NA	"tumor"	38	"central_nervous_system"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR10_0231_S01"	NA	NA	10.5675732529923	2.64871627961212	"adrenal"	"adrenocortical carcinoma"	NA	"tumor"	55	"adrenal"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR29_0772_S01"	NA	NA	11.8458885293337	5.29919344332375	"soft_tissue"	"alveolar rhabdomyosarcoma"	NA	"tumor"	33	"Rhabdomyosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR31_0891_S01"	NA	NA	0.599475267582272	13.7570248423989	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	39	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TH16_2192_S01"	NA	NA	2.3271997181772	11.8347577338104	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	28	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR20_0507_S01"	NA	NA	10.8408340155723	-1.34477278011027	"central_nervous_system"	"medulloblastoma"	NA	"tumor"	38	"Medulloblastoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1551_S01"	NA	NA	1.2258769342928	10.6825951723031	"blood"	"acute megakaryoblastic leukemia"	NA	"tumor"	34	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1721_S01"	NA	NA	0.52019518086703	14.5494386175701	"blood"	"acute myeloid leukemia"	NA	"tumor"	39	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1543_S01"	NA	NA	1.73532431323338	10.0391794592422	"blood"	"acute megakaryoblastic leukemia"	NA	"tumor"	34	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1904_S01"	NA	NA	9.66821094426229	11.6477759997004	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	61	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1897_S01"	NA	NA	9.98618912721722	11.7225413422311	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	61	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TH03_0160_S01"	NA	NA	7.51510453904533	-2.96376368651147	"bone"	"osteosarcoma"	NA	"tumor"	41	"Osteosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1941_S01"	NA	NA	8.03010338189357	-10.3858852226315	"central_nervous_system"	"glioma"	NA	"tumor"	46	"Pediatric Glioma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR13_0972_S01"	NA	NA	6.17686095131901	-9.93024126426738	"central_nervous_system"	"glioblastoma multiforme"	NA	"tumor"	4	"Pediatric Glioma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TARGET-40-0A4HX8-01A-01R"	NA	NA	5.54233716792088	-3.95743528031448	"bone"	"osteosarcoma"	NA	"tumor"	41	"Osteosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TH02_0651_S01"	NA	NA	7.95300277703476	-11.1225704813451	"central_nervous_system"	"glioma"	NA	"tumor"	46	"Pediatric Glioma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_2112_S01"	NA	NA	7.85058419722311	13.8913084434195	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	2	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR31_1383_S01"	NA	NA	11.2448652975942	4.30140583858703	"soft_tissue"	NA	NA	"tumor"	64	"Rhabdomyosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1595_S01"	NA	NA	6.37459146649678	13.6270296961849	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	2	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR22_0588_S01"	NA	NA	6.63260087837824	9.13083275933673	"lymphocyte"	NA	NA	"tumor"	29	"lymphocyte"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1861_S01"	NA	NA	6.34301794419553	13.5162334195741	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	2	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1666_S01"	NA	NA	7.94973226589568	13.5619071460838	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	2	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TH02_0077_S01"	NA	NA	7.46776204531487	-9.16202037561506	"central_nervous_system"	"glioma"	NA	"tumor"	20	"Pediatric Glioma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR31_0936_S01"	NA	NA	6.26019070723116	-4.19284203470186	"soft_tissue"	"undifferentiated spindle cell sarcoma"	NA	"tumor"	64	"soft_tissue"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TH06_0646_S01"	NA	NA	5.93640476373237	-0.181244871825052	"soft_tissue"	"neurofibroma"	NA	"tumor"	53	"soft_tissue"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR39_1376_S01"	NA	NA	6.30193525775337	-4.46586181543743	"soft_tissue"	"synovial sarcoma"	NA	"tumor"	64	"Synovial Sarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR33_1001_S01"	NA	NA	11.9388215406006	0.678319476924392	"central_nervous_system"	"medulloblastoma"	NA	"tumor"	38	"Medulloblastoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR11_0255_S01"	NA	NA	8.2959561690672	-10.1381014965568	"central_nervous_system"	"dysembryoplastic neuroepithelial tumor"	NA	"tumor"	46	"central_nervous_system"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TARGET-40-PAMHLF-01A-01R"	NA	NA	7.62539608131939	-2.91171332603114	"bone"	"osteosarcoma"	NA	"tumor"	41	"Osteosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR30_0847_S01"	NA	NA	4.9255810984542	-4.25440730264734	"bone"	"Ewing sarcoma"	NA	"tumor"	37	"Ewing"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_2170_S01"	NA	NA	12.3091713287478	5.33037216475085	"soft_tissue"	NA	NA	"tumor"	33	"Rhabdomyosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR22_0578_S01"	NA	NA	7.04917694762683	8.87308249330121	"lymphocyte"	NA	NA	"tumor"	29	"lymphocyte"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1580_S01"	NA	NA	8.16763526226599	12.6406399817013	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	2	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1890_S01"	NA	NA	9.92018023330087	11.790508534342	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	61	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR31_0889_S01"	NA	NA	3.35222564329627	9.58805689762593	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	43	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR29_0768_S01"	NA	NA	11.176035954474	4.39159205643123	"soft_tissue"	"embryonal rhabdomyosarcoma"	NA	"tumor"	37	"Rhabdomyosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1654_S01"	NA	NA	6.32674678464084	13.7838166174245	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	2	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1550_S01"	NA	NA	1.14216302065371	11.7236246236455	"blood"	"acute megakaryoblastic leukemia"	NA	"tumor"	34	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR31_0868_S02"	NA	NA	7.55547003125934	13.1533449292555	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	2	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TH27_1413_S01"	NA	NA	1.96491289634465	-4.0461172018346	"bone"	"osteosarcoma"	NA	"tumor"	26	"Osteosarcoma"	NA	NA	NA	NA	NA	NA	NA	TRUE
"THR24_1742_S01"	NA	NA	6.83947512213647	-11.0651628460201	"central_nervous_system"	"choroid plexus carcinoma"	NA	"tumor"	4	"central_nervous_system"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1967_S01"	NA	NA	9.00988550937999	-10.3209560379371	"central_nervous_system"	"glioma"	NA	"tumor"	46	"Pediatric Glioma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1742_S02"	NA	NA	10.3416275911041	-1.94159378245171	"central_nervous_system"	"choroid plexus carcinoma"	NA	"tumor"	38	"central_nervous_system"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1979_S01"	NA	NA	7.36238983198228	-10.514306297352	"central_nervous_system"	"glioma"	NA	"tumor"	4	"Pediatric Glioma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1612_S01"	NA	NA	6.85325604189124	14.2962701174087	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	2	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR11_0257_S01"	NA	NA	10.7853773274907	-6.66519695228441	"central_nervous_system"	"dysembryoplastic neuroepithelial tumor"	NA	"tumor"	40	"central_nervous_system"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TH03_0159_S02"	NA	NA	4.67946742268272	-4.15589700531225	"bone"	"osteosarcoma"	NA	"tumor"	37	"Osteosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TH03_0159_S01"	NA	NA	4.28661146080001	-4.26185264002338	"bone"	"osteosarcoma"	NA	"tumor"	14	"Osteosarcoma"	NA	NA	NA	NA	NA	NA	NA	TRUE
"THR24_2124_S01"	NA	NA	6.53960520815455	13.9973371646435	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	2	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1620_S01"	NA	NA	7.0552552344336	13.1040094009195	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	2	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TH02_0085_S01"	NA	NA	8.23620139862027	-8.74230468786406	"central_nervous_system"	"glioma"	NA	"tumor"	20	"Pediatric Glioma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR08_0194_S01"	NA	NA	6.93269932447301	11.8662195164197	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	2	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR14_0313_S01"	NA	NA	7.75874773886536	-11.1064790383415	"central_nervous_system"	"glioma"	NA	"tumor"	46	"Pediatric Glioma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR17_0402_S01"	NA	NA	10.4380109427964	-1.67158693058394	"central_nervous_system"	"medulloblastoma"	NA	"tumor"	38	"Medulloblastoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR13_0965_S01"	NA	NA	6.91398283631561	-9.93840618633937	"central_nervous_system"	"glioblastoma multiforme"	NA	"tumor"	4	"Pediatric Glioma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TH27_0703_S02"	NA	NA	7.40135884431248	-3.1341194307857	"bone"	"osteosarcoma"	NA	"tumor"	41	"Osteosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TH27_0703_S01"	NA	NA	8.55367580419976	-3.06912707271642	"bone"	"osteosarcoma"	NA	"tumor"	41	"Osteosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR30_0805_S01"	NA	NA	15.2698545448386	1.08787313046042	"bone"	"Ewing sarcoma"	NA	"tumor"	52	"Ewing"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR22_0590_S01"	NA	NA	5.89065647507211	9.55062728419792	"lymphocyte"	NA	NA	"tumor"	29	"lymphocyte"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1468_S01"	NA	NA	1.73643446433537	10.1351603130091	"blood"	"acute megakaryoblastic leukemia"	NA	"tumor"	34	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1553_S01"	NA	NA	1.1731310570095	11.5618151486373	"blood"	"acute megakaryoblastic leukemia"	NA	"tumor"	34	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TARGET-40-PANMIG-01A-01R"	NA	NA	6.70002242619553	-3.12097945828514	"bone"	"osteosarcoma"	NA	"tumor"	41	"Osteosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR29_0783_S01"	NA	NA	12.149379679258	5.4704899309965	"soft_tissue"	"embryonal rhabdomyosarcoma"	NA	"tumor"	33	"Rhabdomyosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_2136_S01"	NA	NA	11.010595124051	-1.56265068714687	"eye"	"retinoblastoma"	NA	"tumor"	38	"Retinoblastoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR13_0970_S01"	NA	NA	8.03524482438608	-9.01006755180561	"central_nervous_system"	"glioblastoma multiforme"	NA	"tumor"	4	"Pediatric Glioma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1478_S01"	NA	NA	1.62763002369408	10.5036985742121	"blood"	"acute megakaryoblastic leukemia"	NA	"tumor"	34	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1515_S01"	NA	NA	1.21875238631141	10.8233828701321	"blood"	"acute megakaryoblastic leukemia"	NA	"tumor"	34	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1669_S01"	NA	NA	3.41488203535648	9.67175879236826	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	43	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_2169_S01"	NA	NA	-7.83204918105241	-3.86569340680464	"soft_tissue"	NA	NA	"tumor"	12	"Rhabdomyosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR31_0903_S01"	NA	NA	1.08007284549504	11.2869435806326	"blood"	"acute myeloid leukemia"	NA	"tumor"	34	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR29_0763_S01"	NA	NA	12.5607891152066	5.58958629925018	"soft_tissue"	"embryonal rhabdomyosarcoma"	NA	"tumor"	33	"Rhabdomyosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR31_0934_S01"	NA	NA	1.47375743197129	-1.91437460350355	"nasopharynx"	"nasopharyngeal carcinoma"	NA	"tumor"	54	"nasopharynx"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR17_0403_S01"	NA	NA	10.8844206037661	-1.49337972468189	"central_nervous_system"	"medulloblastoma"	NA	"tumor"	38	"Medulloblastoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1643_S01"	NA	NA	6.15099066519488	13.3778145826769	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	2	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TH06_0645_S01"	NA	NA	5.86543711111365	-0.650075960522432	"nerve"	"malignant peripheral nerve sheath tumor"	NA	"tumor"	53	"nerve"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR33_1125_S01"	NA	NA	11.0338636580916	-1.0636377690009	"central_nervous_system"	"medulloblastoma"	NA	"tumor"	38	"Medulloblastoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1751_S01"	NA	NA	5.6429126209675	-7.50839674466616	"central_nervous_system"	"choroid plexus carcinoma"	NA	"tumor"	71	"central_nervous_system"	NA	NA	NA	NA	NA	NA	NA	FALSE
"TH03_0024_S01"	NA	NA	11.5792445420466	2.59581956723272	"adrenal"	"adrenocortical carcinoma"	NA	"tumor"	55	"adrenal"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1590_S01"	NA	NA	6.36060527607631	13.3355863614971	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	2	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR31_1386_S01"	NA	NA	6.5639224033203	-4.87580374077543	"soft_tissue"	"synovial sarcoma"	NA	"tumor"	64	"Synovial Sarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR33_1004_S01"	NA	NA	3.32367612863866	11.7290592842505	"central_nervous_system"	"medulloblastoma"	NA	"tumor"	70	"Medulloblastoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR30_0809_S01"	NA	NA	15.4577017886862	1.08661592870575	"bone"	"Ewing sarcoma"	NA	"tumor"	52	"Ewing"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR10_0229_S01"	NA	NA	11.5422491896877	2.26742421183991	"adrenal"	"adrenocortical carcinoma"	NA	"tumor"	55	"adrenal"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR30_0837_S01"	NA	NA	15.2883879476367	1.93215917205183	"bone"	"Ewing sarcoma"	NA	"tumor"	52	"Ewing"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR24_1657_S01"	NA	NA	7.15454245572227	12.8133479017184	"blood"	"acute lymphoblastic leukemia"	NA	"tumor"	2	"blood"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR33_1005_S01"	NA	NA	3.39628613696135	11.8283812964239	"central_nervous_system"	"medulloblastoma"	NA	"tumor"	70	"Medulloblastoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
"THR15_0330_S01"	NA	NA	6.38709325561093	-3.3749042831241	"bone"	"osteosarcoma"	NA	"tumor"	41	"Osteosarcoma"	NA	NA	NA	NA	NA	NA	NA	FALSE
