"DepMap_ID"	"stripped_cell_line_name"	"CCLE_Name"	"alias"	"COSMIC_ID"	"lineage"	"lineage_subtype"	"lineage_sub_subtype"	"lineage_molecular_subtype"	"sex"	"source"	"Achilles_n_replicates"	"cell_line_NNMD"	"culture_type"	"culture_medium"	"cas9_activity"	"RRID"	"sample_collection_site"	"primary_or_metastasis"	"disease"	"disease_subtype"	"age"	"Sanger_model_ID"	"additional_info"	"Type_for_Manuscript"	"Class_for_Manuscript"	"Estimated_Doubling_Time_Hours"	"LiteratureSearch_Age_Sex_Match_DepMap_Annotation"	"LiteratureSearch_Previous_Treatment"	"LiteratureSearch_Previous_Treatment_Details"	"LiteratureSearch_Paper_PMC_ID"	"LiteratureSearch_Year_Earliest_Citation"	"LiteratureSearch_Other_Annotations"	"Dependency"	"RNAseq"	"WES"	"SangerWES"	"SNParray"
"ACH-000776"	"ONS76"	"ONS76_CENTRAL_NERVOUS_SYSTEM"	""	909248	"central_nervous_system"	"medulloblastoma"	""	"non_MYC"	"Female"	"HSRRB"	2	-2.74312825240142	"Adherent"	"RPMI; 10% FBS"	"6.5"	"CVCL_1624"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Medulloblastoma"	2	"SIDM00567"	""	"Medulloblastoma"	"Pediatric"	NA	"Y"	"None"	""	"2504489"	1989	""	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000804"	"NB1"	"NB1_AUTONOMIC_GANGLIA"	""	949179	"peripheral_nervous_system"	"neuroblastoma"	""	""	"Male"	"HSRRB"	3	-2.71698490601694	"Adherent"	"RPMI-1640: 10%FBS"	"35.6"	"CVCL_1440"	"lymph_node"	"Metastasis"	"Neuroblastoma"	"Unknown"	2	""	""	"Neuroblastoma"	"Pediatric"	NA	"Y"	"Unknown"	""	"174024; 4144593"	1973	""	"DepMap"	"CCLE"	"CCLE"	"Sanger"	"CCLE"
"ACH-000833"	"RH30"	"RH30_SOFT_TISSUE"	""	NA	"soft_tissue"	"rhabdomyosarcoma"	"alveolar"	""	"Male"	"DSMZ"	2	-3.36344662491575	"Adherent"	"RPMI;10% FBS;"	"38.5"	"CVCL_0041"	"bone_marrow"	"Metastasis"	"Sarcoma"	"Rhabdomyosarcoma, alveolar"	17	""	""	"Rhabdomyosarcoma"	"Pediatric"	NA	"Y "	"None"	""	"20922763; 23882450"	1987	""	"DepMap"	"CCLE"	"DepMap"	"no"	"CCLE"
"ACH-001001"	"143B"	"143B_BONE"	""	NA	"bone"	"osteosarcoma"	""	""	"Female"	"ATCC"	1	-4.61152400422927	"Adherent"	"EMEM; 10% FBS; 0.015 mg/ml 5-bromo-2'-seoxyuridine"	"11"	"CVCL_2270"	"bone"	"Primary"	"Bone Cancer"	"Osteosarcoma"	13	""	""	"Osteosarcoma"	"Pediatric"	NA	"Y"	"Unknown"	""	"19787792"	1992	"derived from HOS"	"DepMap"	"DepMap"	"DepMap"	"no"	"CCLE"
"ACH-001020"	"BT16"	"BT16_SOFT_TISSUE"	""	NA	"soft_tissue"	"ATRT"	""	""	"Male"	"Academic lab"	2	-2.03163834210024	"Adherent"	"DMEM; 10% FBS"	"52.3"	"CVCL_M156"	"soft_tissue"	""	"Rhabdoid"	"Atypical Teratoid Rhabdoid Tumor (ATRT)"	2	""	""	"Rhabdoid"	"Pediatric"	NA	"Y"	"Unknown"	""	"17446062"	2007	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001022"	"CBAGPN"	"CBAGPN_BONE"	"CB-AGPN"	NA	"bone"	"Ewing_sarcoma"	""	""	"Unknown"	"Academic lab"	NA	NA	""	""	""	"CVCL_X981"	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"Cellosaurus lists as female"	"Unknown"	""	"3406003"	1988	""	"no"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001028"	"CHLA06ATRT"	"CHLA06ATRT_SOFT_TISSUE"	""	NA	"soft_tissue"	"ATRT"	""	""	"Female"	"Academic lab"	2	-5.76594207327216	"Mixed Adherent and Suspension"	"IMDM + 20% FBS + 4mM Glutamine + 1X Insulin-Transferrin-Selenium"	"45.2"	"CVCL_AQ42"	"central_nervous_system"	""	"Rhabdoid"	"Atypical Teratoid Rhabdoid Tumor (ATRT)"	0.33	""	""	"Rhabdoid"	"Pediatric"	NA	"Y"	"Unknown"	""	"24300787"	2014	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001029"	"CHLA10"	"CHLA10_BONE"	""	NA	"bone"	"Ewing_sarcoma"	""	"EWS_FLI"	"Female"	"Academic lab"	NA	NA	""	""	""	"CVCL_6583"	"lymph_node"	""	"Bone Cancer"	"Ewings Sarcoma"	14	""	""	"Ewing"	"Pediatric"	NA	"Y"	"Pre-treated"	"4 cycles cisplatin, doxorubicin, cyclophosphamide, etoposide"	"15289350; 9850071"	2001	"same as CHLA9"	"no"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001030"	"CHLA218"	"CHLA218_BONE"	""	NA	"bone"	"Ewing_sarcoma"	""	""	"Female"	"Academic lab"	NA	NA	""	""	""	"CVCL_0B48"	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"N/A"	"Unknown"	""	"25010205"	2014	""	"no"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001031"	"CHLA266"	"CHLA266_SOFT_TISSUE"	""	NA	"soft_tissue"	"ATRT"	""	""	"Female"	"Academic lab"	2	-4.18153967741368	"Adherent"	"Iscove (IMDM): 20%FBS: 2mMGlutamax; 005 mg/ml insulin, .01 mg/ml transferrin, 30nM sodium selenite"	"35.8"	"CVCL_M149"	"soft_tissue"	""	"Rhabdoid"	"Atypical Teratoid Rhabdoid Tumor (ATRT)"	2.5	""	""	"Rhabdoid"	"Pediatric"	NA	"Y"	"None"	""	"20922763; establishment abstract: http://cancerres.aacrjournals.org/content/68/9_Supplement/3743"	2008	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001032"	"CHLA32"	"CHLA32_BONE"	""	NA	"bone"	"Ewing_sarcoma"	""	"EWS_FLI"	"Female"	"Academic lab"	NA	NA	""	""	""	"CVCL_M151"	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	8.5	""	""	"Ewing"	"Pediatric"	NA	"Article lists as 14Y M"	"None"	""	"15289350"	2004	""	"no"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001034"	"CHLA9"	"CHLA9_BONE"	""	NA	"bone"	"Ewing_sarcoma"	""	"EWS_FLI"	"Female"	"Academic lab"	NA	NA	""	""	""	"CVCL_M150"	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	14	""	""	"Ewing"	"Pediatric"	NA	"Y"	"None"	""	"15289350"	2004	"same as CHLA10"	"no"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001035"	"CHLA99"	"CHLA99_BONE"	""	NA	"bone"	"Ewing_sarcoma"	""	"EWS_FLI"	"Male"	"Academic lab"	NA	NA	""	""	""	"CVCL_0B50"	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"N/A"	"Unknown"	""	"?"	NA	""	"no"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001038"	"COGE352"	"COGE352_BONE"	"COG-E-352"	NA	"bone"	"Ewing_sarcoma"	""	"EWS_ERG"	"Male"	"Academic lab"	2	-5.29446516512215	"Light Adherent or Suspension"	"IMDM + 20% FBS + 4mM Glutamine + 1X Insulin-Transferrin-Selenium"	"1.8"	"CVCL_M153"	"haematopoietic_and_lymphoid_tissue"	""	"Bone Cancer"	"Ewings Sarcoma"	17	""	""	"Ewing"	"Pediatric"	NA	"Y"	"Pre-treated"	"Vincristine/Adriamycin/Cyclophosphamide. Alternating with"	"24312454"	2013	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001050"	"CW9019"	"CW9019_SOFT_TISSUE"	""	NA	"soft_tissue"	"rhabdomyosarcoma"	"alveolar"	""	"Unknown"	"Academic lab"	2	-3.57014402976916	"Adherent"	"DMEM HG; 10%FBS"	"19.3"	"CVCL_N820"	"soft_tissue"	""	"Sarcoma"	"Rhabdomyosarcoma, alveolar"	NA	""	""	"Rhabdomyosarcoma"	"Pediatric"	NA	"N/A"	"Unknown"	""	"23882450"	2009	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001052"	"D384"	"D384_CENTRAL_NERVOUS_SYSTEM"	""	NA	"central_nervous_system"	"medulloblastoma"	"med_group_3"	"MYC_amp"	"Unknown"	"Academic lab"	NA	NA	""	""	""	"CVCL_1157"	"central_nervous_system"	""	"Brain Cancer"	"Medulloblastoma"	NA	""	""	"Medulloblastoma"	"Pediatric"	NA	"Cellosaurus lists as 1.5 Y Male"	"None"	""	"1904513"	1991	""	"no"	"no"	"no"	"no"	"no"
"ACH-001053"	"D425"	"D425_CENTRAL_NERVOUS_SYSTEM"	""	NA	"central_nervous_system"	"medulloblastoma"	"med_group_3"	"MYC_amp"	"Unknown"	"Academic lab"	3	-2.85290816901429	"Semi-Adherent"	"DMEM; 10% FBS; 2mM L-glutamine, 2mM sodium pyruvate"	"21.8"	"CVCL_1275"	"central_nervous_system"	""	"Brain Cancer"	"Medulloblastoma"	NA	""	""	"Medulloblastoma"	"Pediatric"	NA	"Cellosaurus lists as 6Y Male"	"None"	""	"1904513; 1822845"	1991	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001054"	"D458"	"D458_CENTRAL_NERVOUS_SYSTEM"	""	NA	"central_nervous_system"	"medulloblastoma"	"med_group_3"	"MYC_amp"	"Unknown"	"Academic lab"	3	-3.70827303693427	"Semi-Adherent"	"DMEM:F12 (1:1); 15% FBS"	"26.4"	"CVCL_1161"	"central_nervous_system"	""	"Brain Cancer"	"Medulloblastoma"	NA	""	""	"Medulloblastoma"	"Pediatric"	NA	"Cellosaurus lists as 6-7Y Male"	"Pre-treated"	""	"1904513; 1822845"	1991	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001055"	"D556"	"D556_CENTRAL_NERVOUS_SYSTEM"	""	NA	"central_nervous_system"	"medulloblastoma"	""	""	"Unknown"	"Academic lab"	NA	NA	""	""	""	"CVCL_1165"	"central_nervous_system"	""	"Brain Cancer"	"Medulloblastoma"	NA	""	""	"Medulloblastoma"	"Pediatric"	NA	"Cellosaurus lists as 7Y Female"	"Unknown"	""	"9283596"	1997	""	"no"	"no"	"no"	"no"	"no"
"ACH-001059"	"DL"	"DL_SOFT_TISSUE"	""	NA	"soft_tissue"	"malignant_rhabdoid_tumor"	""	""	"Unknown"	"Academic lab"	NA	NA	""	""	""	"CVCL_U760"	"soft_tissue"	""	"Rhabdoid"	"Malignant Rhabdoid Tumor"	NA	""	""	"Rhabdoid"	"Pediatric"	NA	"N/A"	"Unknown"	""	""	NA	""	"no"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001066"	"EWS834"	"EWS834_BONE"	""	NA	"bone"	"Ewing_sarcoma"	""	""	""	""	NA	NA	""	""	""	"CVCL_AW95"	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"N/A "	"Unknown"	""	""	NA	""	"no"	"no"	"DepMap"	"no"	"no"
"ACH-001096"	"JR"	"JR_SOFT_TISSUE"	"JR-1"	NA	"soft_tissue"	"rhabdomyosarcoma"	""	""	"Unknown"	"Academic lab"	2	-3.53837906715311	"Adherent"	"RPMI;10% FBS;"	"52.4"	"CVCL_RT33"	"soft_tissue"	""	"Sarcoma"	"Rhabdomyosarcoma"	NA	""	""	"Rhabdomyosarcoma"	"Pediatric"	NA	"N/A"	"Unknown"	""	"22142829"	NA	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001099"	"KD"	"KD_SOFT_TISSUE"	""	NA	"soft_tissue"	"malignant_rhabdoid_tumor"	""	""	"Unknown"	"Academic lab"	2	-3.02293149011476	"Adherent"	"R10"	"60.5"	"CVCL_U757"	"soft_tissue"	""	"Rhabdoid"	"Malignant Rhabdoid Tumor"	NA	""	""	"Rhabdoid"	"Pediatric"	NA	"cellosaurus lists as 1Y Female"	"Unknown"	""	"9671307"	1998	""	"no"	"CCLE"	"DepMap"	"no"	"no"
"ACH-001109"	"KPMRTRY"	"KPMRTRY_SOFT_TISSUE"	""	NA	"soft_tissue"	"malignant_rhabdoid_tumor"	""	""	"Male"	"Academic lab"	NA	NA	""	""	""	"CVCL_7051"	"soft_tissue"	""	"Rhabdoid"	"Malignant Rhabdoid Tumor"	NA	""	""	"Rhabdoid"	"Pediatric"	NA	"article lists as 3M FEMALE"	"Unknown"	""	"18281554"	2008	""	"no"	"CCLE"	"no"	"no"	"no"
"ACH-001128"	"MON"	"MON_SOFT_TISSUE"	""	NA	"soft_tissue"	"malignant_rhabdoid_tumor"	""	""	"Male"	"Academic lab"	NA	NA	""	""	""	"CVCL_M846"	"soft_tissue"	""	"Rhabdoid"	"Malignant Rhabdoid Tumor"	NA	""	""	"Rhabdoid"	"Pediatric"	NA	"cellosaurus lists as 6M Male"	"Unknown"	""	"9671307"	1998	""	"no"	"CCLE"	"DepMap"	"no"	"no"
"ACH-001163"	"CCLFPEDS0001T"	"CCLFPEDS0001T_KIDNEY"	""	NA	"kidney"	"renal_cell_carcinoma"	"renal_medullary_carcinoma"	""	"Male"	"Cancer Cell Line Factory"	2	-3.88208304667832	"Adherent"	"RPMI; 10% FBS"	"10.2"	""	"kidney"	"Metastasis"	"Kidney Cancer"	"Renal Medullary Carcinoma"	NA	""	"Adherent version of CCLFPEDS0001T"	"Renal Medullary Carcinoma"	"Pediatric"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001164"	"CCLFPEDS0003T"	"CCLFPEDS0003T_SOFT_TISSUE"	""	NA	"soft_tissue"	"undifferentiated_sarcoma"	""	""	"Unknown"	"CCLF"	2	-2.790578773006	"Adherent"	"Ham F-12: 25.0%, DMEM: 75.0%, Penicillin-Streptomycin: 550.0 ug/mL, Human Insulin: 5.0 ug/mL, Y-27632: 5.0 uM, Cholera toxin: 8.6 ng/mL, L-glutamine: 2.0 mM, EGF: 10.0 ng/mL, Hydrocortisone: 0.4 ug/mL, Fungizone: 0.25 ug/mL, Gentamicin: 10.0 ug/mL
"	"61"	""	"soft_tissue"	""	"Sarcoma"	"Undifferentiated"	NA	""	""	"Pediatric Sarcoma"	"Pediatric"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001173"	"R262"	"R262_CENTRAL_NERVOUS_SYSTEM"	""	NA	"central_nervous_system"	"medulloblastoma"	""	""	"Unknown"	"Academic lab"	2	-4.92699600317844	"Adherent"	"D:F10+Glu"	"7"	"CVCL_VU83"	"central_nervous_system"	""	"Brain Cancer"	"Medulloblastoma"	NA	""	""	"Medulloblastoma"	"Pediatric"	NA	"N/A"	"Unknown"	""	"25211508; 19047176"	2008	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001184"	"SCMCRM2"	"SCMCRM2_SOFT_TISSUE"	""	NA	"soft_tissue"	"rhabdomyosarcoma"	""	""	"Female"	"Janet Shipley, Sarcoma Molecular Pathology, The Institute of Cancer Research"	2	-2.86936338326363	"Adherent"	"DMEM + 10% FBS"	"46.2"	"CVCL_A667"	"bone_marrow"	"Metastasis"	"Sarcoma"	"Rhabdomyosarcoma"	11	""	""	"Rhabdomyosarcoma"	"Pediatric"	48	"Y"	"Pre-treated"	""	"23882450; 2323848"	1990	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001188"	"SHSY5Y"	"SHSY5Y_AUTONOMIC_GANGLIA"	""	NA	"peripheral_nervous_system"	"neuroblastoma"	""	""	"Female"	"ATCC"	NA	NA	""	""	""	"CVCL_0019"	"bone_marrow"	"Metastasis"	"Neuroblastoma"	"Unknown"	4	""	""	"Neuroblastoma"	"Pediatric"	NA	"Y"	"Pre-treated"	"vincristine, cyclophosphamide, daunomycin; trifluoromethyl- 2'-deoxyuridine and adriamycin"	"4748425"	1973	"derived from SKNSH"	"no"	"no"	"no"	"no"	"CCLE"
"ACH-001189"	"SJRH30"	"SJRH30_SOFT_TISSUE"	""	909716	"soft_tissue"	"rhabdomyosarcoma"	""	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_0041"	"bone_marrow"	"Metastasis"	"Sarcoma"	"Rhabdomyosarcoma"	17	""	""	"Rhabdomyosarcoma"	"Pediatric"	NA	"Y"	"None"	""	"3691179; 23882450"	1987	""	"no"	"no"	"no"	"Sanger"	"CCLE"
"ACH-001192"	"SKNEP1"	"SKNEP1_BONE"	"HTB-48"	NA	"bone"	"Ewing_sarcoma"	""	"EWS_FLI"	"Female"	"Academic lab"	2	-3.319237122962	"Suspension"	"D20 + 1% glutamine"	"43.2"	"CVCL_0631"	"pleural_effusion"	"Metastasis"	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"Y"	"Unknown"	""	"327080; 30924592"	1977	"originally identified as Wilms Tumor"	"DepMap"	"CCLE"	"DepMap"	"Sanger"	"no"
"ACH-001193"	"SKPNDW"	"SKPNDW_BONE"	""	909731	"bone"	"Ewing_sarcoma"	""	"EWS_FLI"	"Male"	"Academic lab"	2	-2.31108912813449	"Adherent"	"D10 + 1% glutamine"	"31.2"	"CVCL_1703"	"Embryonal"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"Y"	"Unknown"	""	"3024811"	1987	""	"DepMap"	"CCLE"	"DepMap"	"Sanger"	"no"
"ACH-001196"	"SMSCTR"	"SMSCTR_SOFT_TISSUE"	""	NA	"soft_tissue"	"rhabdomyosarcoma"	"embryonal"	""	"Male"	"Academic lab"	2	-3.8770005495663	"Adherent"	"DMEM; 10%FBS"	"38.2"	"CVCL_A770"	"soft_tissue"	""	"Sarcoma"	"Rhabdomyosarcoma, embryonal"	1	""	""	"Rhabdomyosarcoma"	"Pediatric"	NA	"Y"	"None"	""	"2302710; 23882450"	1990	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001200"	"STM9101"	"STM9101_SOFT_TISSUE"	""	NA	"soft_tissue"	"malignant_rhabdoid_tumor"	""	""	"Male"	"Academic lab"	NA	NA	""	""	""	"CVCL_8000"	"lung"	"Metastasis"	"Rhabdoid"	"Malignant Rhabdoid Tumor"	NA	""	""	"Rhabdoid"	"Pediatric"	NA	"Cellosaurus lists as 8M Male"	"Pre-treated"	""	"8385567"	1993	""	"no"	"CCLE"	"DepMap"	"no"	"no"
"ACH-001201"	"SUMB002"	"SUMB002_CENTRAL_NERVOUS_SYSTEM"	"SUMB002"	NA	"central_nervous_system"	"medulloblastoma"	""	""	"Unknown"	"Academic lab"	NA	NA	""	""	""	"CVCL_VU79"	"central_nervous_system"	""	"Brain Cancer"	"Medulloblastoma"	NA	""	""	"Medulloblastoma"	"Pediatric"	NA	"N/A"	"Pre-treated"	""	"24297863"	2014	""	"no"	"no"	"no"	"no"	"no"
"ACH-001205"	"TC32"	"TC32_BONE"	""	NA	"bone"	"Ewing_sarcoma"	""	"EWS_FLI"	"Female"	"Academic lab"	2	-2.06152598511411	"Adherent"	"RPMI; 10% FBS; 2mM glutamine"	"42.3"	"CVCL_7151"	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	17	""	""	"Ewing"	"Pediatric"	NA	"Y"	"None"	""	"24312454"	1979	""	"DepMap"	"DepMap"	"DepMap"	"no"	"CCLE"
"ACH-001206"	"TTC466"	"TCC466_BONE"	""	NA	"bone"	"Ewing_sarcoma"	""	""	""	""	NA	NA	""	""	""	"CVCL_A444"	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"Cellosaurus lists as 2.5 Y Female"	"Unknown"	""	"16631476"	2006	""	"no"	"no"	"DepMap"	"no"	"no"
"ACH-001210"	"TTC1240"	"TTC1240_SOFT_TISSUE"	""	NA	"soft_tissue"	"malignant_rhabdoid_tumor"	""	""	"Female"	"Academic lab"	NA	NA	""	""	""	"CVCL_8002"	"central_nervous_system"	"Metastasis"	"Rhabdoid"	"Malignant Rhabdoid Tumor"	NA	""	""	"Rhabdoid"	"Pediatric"	NA	"Cellosaurus lists as 9M Female"	"Unknown"	""	"10602515"	1999	""	"no"	"CCLE"	"no"	"no"	"no"
"ACH-001211"	"TTC549"	"TTC549_SOFT_TISSUE"	""	NA	"soft_tissue"	"malignant_rhabdoid_tumor"	""	""	"Female"	"Academic lab"	2	-3.02363075734427	"Adherent"	"R10"	"29.2"	"CVCL_8005"	"soft_tissue"	""	"Rhabdoid"	"Malignant Rhabdoid Tumor"	NA	""	""	"Rhabdoid"	"Pediatric"	NA	"N/A"	"Unknown"	""	"10602515"	1999	""	"DepMap"	"CCLE"	"DepMap"	"no"	"no"
"ACH-001212"	"TTC642"	"TTC642_SOFT_TISSUE"	""	NA	"soft_tissue"	"malignant_rhabdoid_tumor"	""	""	"Female"	"Academic lab"	2	-2.16746680832146	"Adherent"	"R10"	"56.2"	"CVCL_8006"	"soft_tissue"	""	"Rhabdoid"	"Malignant Rhabdoid Tumor"	NA	""	""	"Rhabdoid"	"Pediatric"	NA	"N/A"	"Unknown"	""	"10602515"	1999	""	"DepMap"	"CCLE"	"DepMap"	"no"	"no"
"ACH-001232"	"UW228"	"UW228_CENTRAL_NERVOUS_SYSTEM"	""	NA	"central_nervous_system"	"medulloblastoma"	""	"non_MYC"	"Female"	"Academic lab"	1	-4.50227925241892	"Adherent"	"D:F10+Glu"	"12.3"	"CVCL_8585"	"central_nervous_system"	""	"Brain Cancer"	"Medulloblastoma"	NA	""	""	"Medulloblastoma"	"Pediatric"	NA	"Cellosaurus lists as 9Y Female"	"None"	""	"8866661"	1995	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001270"	"127399"	"127399_SOFT_TISSUE"	""	NA	"soft_tissue"	"synovial_sarcoma"	""	""	"Unknown"	"Academic lab"	0	-1.92263336962161	"Adherent"	"D20+1mM Sodium pyruvate"	"51.9"	""	"soft_tissue"	""	"Sarcoma"	"Synovial"	NA	""	""	"Synovial Sarcoma"	"Pediatric"	NA	"N/A"	"Unknown"	""	"12097301"	2002	""	"no"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001272"	"FUJI"	"FUJI_SOFT_TISSUE"	""	NA	"soft_tissue"	"synovial_sarcoma"	""	""	"Female"	"Academic lab"	NA	NA	""	""	""	""	"soft_tissue"	""	"Sarcoma"	"Synovial"	NA	""	""	"Synovial Sarcoma"	"Pediatric"	NA	"cellosaurus lists as 60Y Female"	"None"	""	"2171298"	1990	""	"no"	"no"	"no"	"no"	"no"
"ACH-001274"	"SW982"	"SW982_SOFT_TISSUE"	""	909759	"soft_tissue"	"synovial_sarcoma"	""	""	"Female"	"Academic lab"	2	-3.09879391076184	"Adherent"	"D20+1mM Sodium pyruvate"	"17"	""	"soft_tissue"	""	"Sarcoma"	"Synovial"	NA	""	""	"Synovial Sarcoma"	"Pediatric"	NA	"cellosaurus lists as 25Y Female"	"Unknown"	""	"833871"	1977	""	"DepMap"	"DepMap"	"DepMap"	"Sanger"	"no"
"ACH-001275"	"SYO1"	"SYO1_SOFT_TISSUE"	""	NA	"soft_tissue"	"synovial_sarcoma"	""	""	"Female"	"Academic lab"	2	-2.9637007769698	"Adherent"	"D20+1mM Sodium pyruvate"	"16.7"	""	"soft_tissue"	""	"Sarcoma"	"Synovial"	NA	""	""	"Synovial Sarcoma"	"Pediatric"	NA	"Cellosaurus lists as 19Y Female"	"None"	""	"14744540"	2004	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001277"	"YAMATO"	"YAMATO_SOFT_TISSUE"	""	NA	"soft_tissue"	"synovial_sarcoma"	""	""	"Unknown"	"Academic lab"	2	-2.65514399294191	"Adherent"	"D20+1mM Sodium pyruvate"	"19"	"CVCL_6C44"	"soft_tissue"	"Metastasis"	"Sarcoma"	"Synovial"	NA	""	""	"Synovial Sarcoma"	"Pediatric"	NA	"Cellosaurus lists as 30Y Male"	"None"	""	"20518020"	2010	"post-resection received ifosfamide+doxorubicin chemotherapy"	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001280"	"SCS214"	"SCS214_SOFT_TISSUE"	""	NA	"soft_tissue"	"synovial_sarcoma"	""	""	"Unknown"	"Academic lab"	2	-2.57266129241321	"Adherent"	"D20+SP"	"52.8"	""	"soft_tissue"	""	"Sarcoma"	"Synovial"	NA	""	""	"Synovial Sarcoma"	"Pediatric"	NA	"unknown"	"Unknown"	""	"unknown"	NA	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001282"	"CHLA258"	"CHLA258_BONE"	""	NA	"bone"	"Ewing_sarcoma"	""	"EWS_FLI"	"Female"	"Academic lab"	NA	NA	""	""	""	"CVCL_A058"	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"Cellosaurus lists as 12Y "	"Pre-treated"	"melphalan, carboplatin, and etoposide"	"15289350"	2004	""	"no"	"no"	"DepMap"	"no"	"no"
"ACH-001283"	"TC106"	"TC106_BONE"	""	NA	"bone"	"Ewing_sarcoma"	""	"EWS_ERG"	"Male"	"Academic lab"	2	-4.2244901276013	"Adherent"	"RPMI-1640: 90.0%; 10%heat inactive FBS,2mMGlutamax"	"39.8"	"CVCL_F531"	"skin"	"Metastasis"	"Bone Cancer"	"Ewings Sarcoma"	19	""	""	"Ewing"	"Pediatric"	NA	"Y"	"None"	""	"3004699"	1986	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001289"	"COGAR359"	"COGAR359_SOFT_TISSUE"	""	NA	"soft_tissue"	"ATRT"	""	""	"Male"	"Academic lab"	2	-3.7111737783677	"Suspension"	"IMDM + 20% FBS + 4mM Glutamine + 1X Insulin-Transferrin-Selenium"	"18.3"	""	"central_nervous_system"	""	"Rhabdoid"	"Atypical Teratoid Rhabdoid Tumor (ATRT)"	NA	""	""	"Rhabdoid"	"Pediatric"	96	"N/A"	"None"	""	"abstract: http://cancerres.aacrjournals.org/content/68/9_Supplement/3743"	2008	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001295"	"Y79"	"Y79_AUTONOMIC_GANGLIA"	""	NA	"eye"	"retinoblastoma"	""	""	"Female"	"ATCC"	2	-3.24644817778179	"Suspension"	"RPMI-1640 + 10% FBS"	"22.9"	"CVCL_1893"	"eye"	""	"Eye Cancer"	"Retinoblastoma"	2.5	""	""	"Retinoblastoma"	"Pediatric"	36	"Y"	"None"	""	"4135597"	1974	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001300"	"CHLA15"	"CHLA15_AUTONOMIC_GANGLIA"	""	NA	"peripheral_nervous_system"	"neuroblastoma"	""	""	"Female"	"Academic lab"	2	-2.77332638306461	"Semi-adherent"	"IMDM + 20% FBS + 4mM Glutamine + 1X Insulin-Transferrin-Selenium"	"9"	"CVCL_6594"	"autonomic_ganglia"	""	"Neuroblastoma"	"Unknown"	1.5	""	""	"Neuroblastoma"	"Pediatric"	NA	"Y"	"None"	""	"9850071"	1998	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
