"DepMap_ID"	"stripped_cell_line_name"	"CCLE_Name"	"alias"	"COSMIC_ID"	"lineage"	"lineage_subtype"	"lineage_sub_subtype"	"lineage_molecular_subtype"	"sex"	"source"	"Achilles_n_replicates"	"cell_line_NNMD"	"culture_type"	"culture_medium"	"cas9_activity"	"RRID"	"sample_collection_site"	"primary_or_metastasis"	"disease"	"disease_subtype"	"age"	"Sanger_model_ID"	"additional_info"	"Type_for_Manuscript"	"Class_for_Manuscript"	"Estimated_Doubling_Time_Hours"	"LiteratureSearch_Age_Sex_Match_DepMap_Annotation"	"LiteratureSearch_Previous_Treatment"	"LiteratureSearch_Previous_Treatment_Details"	"LiteratureSearch_Paper_PMC_ID"	"LiteratureSearch_Year_Earliest_Citation"	"LiteratureSearch_Other_Annotations"	"Dependency"	"RNAseq"	"WES"	"SangerWES"	"SNParray"
"ACH-000433"	"CAKI1"	"CAKI1_KIDNEY"	""	905963	"kidney"	"renal_cell_carcinoma"	"clear_cell"	""	"Male"	"ATCC"	2	-2.71998161004868	"Adherent"	"McCoy's 5A; 10% FBS"	"49.5"	"CVCL_0234"	"skin"	"Metastasis"	"Kidney Cancer"	"Renal Carcinoma, clear cell"	49	"SIDM00941"	""	"Kidney"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000434"	"NCIH1915"	"NCIH1915_LUNG"	""	1240184	"lung"	"NSCLC"	"NSCLC_large_cell"	""	"Female"	"ATCC"	2	-3.37226334191045	"Adherent"	"RPMI; 10% FBS"	"14.4"	"CVCL_1505"	"central_nervous_system"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"	61	"SIDM00763"	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"DepMap"	"Sanger"	"CCLE"
"ACH-000435"	"EFE184"	"EFE184_ENDOMETRIUM"	""	NA	"uterus"	"endometrial_adenocarcinoma"	""	""	"Female"	"DSMZ"	1	-1.48575317184394	"Adherent"	"RPMI; 10% FBS"	"17.8"	"CVCL_1191"	"ascites"	"Metastasis"	"Endometrial/Uterine Cancer"	"Endometrial Adenocarcinoma"	69	""	""	"Endometrial/Uterine"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000437"	"SW1088"	"SW1088_CENTRAL_NERVOUS_SYSTEM"	""	909745	"central_nervous_system"	"glioma"	"astrocytoma"	""	"Male"	"ATCC"	2	-4.83565394024403	"Adherent"	"RPMI-1640: 90.0%;10%FBS"	"24.9"	"CVCL_1715"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Astrocytoma"	72	"SIDM01155"	""	"Glioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000438"	"LU65"	"LU65_LUNG"	""	724863	"lung"	"NSCLC"	"NSCLC_large_cell"	""	"Male"	"JCRB"	2	-3.51867032128119	"Suspension"	"RPMI; 20% FBS"	"11"	"CVCL_1392"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"	64	"SIDM00547"	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000441"	"SH4"	"SH4_SKIN"	""	909713	"skin"	"melanoma"	""	""	"Female"	"ATCC"	2	-4.11225470521035	"Adherent"	"DMEM;10% FBS;"	"52.6"	"CVCL_1692"	"pleural_effusion"	"Metastasis"	"Skin Cancer"	"Melanoma"	60	"SIDM01079"	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000442"	"RERFLCSQ1"	"RERFLCSQ1_LUNG"	""	1298538	"lung"	"NSCLC"	"NSCLC_squamous"	""	"Female"	"HSRRB"	NA	NA	""	""	""	"CVCL_1656"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"	74	"SIDM00354"	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000443"	"OVKATE"	"OVKATE_OVARY"	""	1240199	"ovary"	"ovary_adenocarcinoma"	"high_grade_serous"	""	"Female"	"HSRRB"	NA	NA	""	""	""	"CVCL_3110"	"ovary"	"Primary"	"Ovarian Cancer"	"Adenocarcinoma, high grade serous"	40	"SIDM00466"	""	"Ovarian"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000444"	"LU99"	"LU99_LUNG"	""	NA	"lung"	"NSCLC"	"NSCLC_large_cell"	""	"Male"	"HSRRB"	2	-4.45320832792993	"Adherent"	"RPMI; 10% FBS"	"43"	"CVCL_3015"	"pleura"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"	63	"SIDM00546"	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000445"	"KNS60"	"KNS60_CENTRAL_NERVOUS_SYSTEM"	""	NA	"central_nervous_system"	"glioma"	"glioblastoma"	""	"Male"	"HSRRB"	1	-3.7245181512377	"Adherent"	"DMEM; 5% FBS"	"28.8"	"CVCL_2798"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Glioblastoma"	55	""	""	"Glioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000447"	"NCIH2228"	"NCIH2228_LUNG"	""	687816	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"Female"	"ATCC"	NA	NA	""	""	""	"CVCL_1543"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	NA	"SIDM00729"	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000448"	"NCIH1666"	"NCIH1666_LUNG"	""	908473	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"Female"	"ATCC"	2	-4.01919149199578	"Mixed Adherent and Suspension"	"ACL4 (FBS free)"	"5.8"	"CVCL_1485"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	50	"SIDM00743"	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000449"	"MESSA"	"MESSA_SOFT_TISSUE"	""	908127	"soft_tissue"	"uterine_sarcoma"	""	""	"Female"	"ATCC"	NA	NA	""	""	""	"CVCL_1404"	"endometrium"	"Primary"	"Sarcoma"	"Uterine Sarcoma"	56	"SIDM00625"	""	"Sarcoma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000450"	"MELHO"	"MELHO_SKIN"	""	908124	"skin"	"melanoma"	""	""	"Female"	"DSMZ"	2	-3.00371057879443	"Adherent"	"RPMI-1640: 10%FBS"	"41.4"	"CVCL_1402"	"skin"	"Primary"	"Skin Cancer"	"Melanoma"	NA	"SIDM00337"	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000451"	"NCIH2085"	"NCIH2085_LUNG"	""	687812	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_1523"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	45	"SIDM00709"	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000452"	"TE8"	"TE8_OESOPHAGUS"	""	753623	"esophagus"	"esophagus_squamous"	""	""	"Male"	"RIKEN"	2	-5.5689649525609	"Adherent"	"RPMI-1640: 10%FBS"	"28.5"	"CVCL_1766"	"oesophagus"	""	"Esophageal Cancer"	"Squamous Cell Carcinoma"	NA	"SIDM00326"	""	"Esophageal"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000454"	"HCC95"	"HCC95_LUNG"	""	NA	"lung"	"NSCLC"	"NSCLC_squamous"	""	"Male"	"KCLB"	2	-2.9853454526684	"Adherent"	"RPMI; 10% FBS"	"13.3"	"CVCL_5137"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"	65	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"no"	"CCLE"
"ACH-000455"	"LN428"	"LN428_CENTRAL_NERVOUS_SYSTEM"	""	NA	"central_nervous_system"	"glioma"	"glioblastoma"	""	"Male"	"Academic lab"	1	-4.81390826170593	""	""	"13.6"	"CVCL_3959"	"central_nervous_system"	""	"Brain Cancer"	"Glioblastoma"	NA	""	""	"Glioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"DepMap"	"no"	"no"
"ACH-000456"	"BCPAP"	"BCPAP_THYROID"	""	924104	"thyroid"	"thyroid_carcinoma"	"papillary"	""	"Female"	"DSMZ"	NA	NA	""	""	""	"CVCL_0153"	"thyroid"	"Primary"	"Thyroid Cancer"	"Carcinoma, papillary"	76	"SIDM00992"	""	"Thyroid"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000457"	"CAL54"	"CAL54_KIDNEY"	""	910952	"kidney"	"renal_cell_carcinoma"	""	""	"Male"	"DSMZ"	NA	NA	""	""	""	"CVCL_1111"	"pleural_effusion"	"Metastasis"	"Kidney Cancer"	"Renal Cell Carcinoma"	75	"SIDM00932"	""	"Kidney"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000458"	"CJM"	"CJM_SKIN"	""	NA	"skin"	"melanoma"	""	""	"Unknown"	"RIKEN"	2	-3.75695291818658	"Adherent"	"Hams F-12; 10% FBS"	"10.7"	"CVCL_U797"	"skin"	"Metastasis"	"Skin Cancer"	"Melanoma"	NA	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"no"	"CCLE"
"ACH-000459"	"TUHR10TKB"	"TUHR10TKB_KIDNEY"	""	NA	"kidney"	"renal_cell_carcinoma"	""	""	"Male"	"RIKEN"	2	-1.60911917802008	"Adherent"	"RPMI-1640: 90.0%"	"54.8"	"CVCL_5952"	"kidney"	"Primary"	"Kidney Cancer"	"Renal Cell Carcinoma"	69	""	""	"Kidney"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000460"	"SNU8"	"SNU8_OVARY"	""	NA	"ovary"	"ovary_adenocarcinoma"	"high_grade_serous"	""	"Female"	"KCLB"	3	-4.80701380343014	"Adherent"	"RPMI; 10% FBS"	"13.1"	"CVCL_5096"	"ascites"	"Metastasis"	"Ovarian Cancer"	"Adenocarcinoma, high grade serous"	55	""	""	"Ovarian"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"DepMap"	"no"	"CCLE"
"ACH-000461"	"SNU1196"	"SNU1196_BILIARY_TRACT"	""	NA	"bile_duct"	"cholangiocarcinoma"	"extrahepatic"	""	"Unknown"	"KCLB"	1	-3.45078615702394	"Adherent"	"RPMI1640 with L-glutamine (300mg/L), 25mM HEPES and 25mM NaHCO3, 90%; heat inactivated fetal bovine serum (FBS), 10%"	"17.1"	"CVCL_5015"	"biliary_tract"	""	"Bile Duct Cancer"	"Cholangiocarcinoma, extrahepatic"	NA	"SIDM00163"	""	"Bile Duct"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000463"	"NCIH460"	"NCIH460_LUNG"	""	905943	"lung"	"NSCLC"	"NSCLC_large_cell"	""	"Male"	"ATCC"	2	-3.17958972591009	"Adherent"	"RPMI; 10% FBS"	"16.9"	"CVCL_0459"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"	NA	"SIDM00144"	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000464"	"CAS1"	"CAS1_CENTRAL_NERVOUS_SYSTEM"	""	910943	"central_nervous_system"	"glioma"	"glioblastoma"	""	"Male"	"ICLC"	2	-3.51239252706179	"Adherent"	"DMEM; 10% FBS"	"42.9"	"CVCL_1117"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Glioblastoma"	63	"SIDM00212"	""	"Glioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000465"	"SKMEL1"	"SKMEL1_SKIN"	""	909723	"skin"	"melanoma"	""	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_0068"	"haematopoietic_and_lymphoid_tissue"	"Metastasis"	"Skin Cancer"	"Melanoma"	29	"SIDM01107"	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000466"	"SNU216"	"SNU216_STOMACH"	""	NA	"gastric"	"gastric_adenocarcinoma"	"tubular"	""	"Female"	"KCLB"	2	-2.66920986405595	"Adherent"	"RPMI-1640; 10%FBS"	"26.7"	"CVCL_3946"	"lymph_node"	"Metastasis"	"Gastric Cancer"	"Adenocarcinoma, tubular"	46	""	""	"Gastric"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000467"	"HCC56"	"HCC56_LARGE_INTESTINE"	""	1290907	"colorectal"	"colorectal_adenocarcinoma"	""	""	"Unknown"	"HSRRB"	3	-3.81931867095051	"Adherent"	"EMEM; 10% FBS"	"28.1"	"CVCL_2917"	"large_intestine"	""	"Colon/Colorectal Cancer"	"Adenocarcinoma"	NA	"SIDM00597"	""	"Colon/Colorectal"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000468"	"PK45H"	"PK45H_PANCREAS"	""	NA	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"Unknown"	"RIKEN"	3	-3.64094249674637	"Adherent"	"RPMI-1640: 10%FBS"	"15.9"	"CVCL_6748"	"pancreas"	"Primary"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	NA	""	""	"Pancreatic"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000469"	"YH13"	"YH13_CENTRAL_NERVOUS_SYSTEM"	""	909905	"central_nervous_system"	"glioma"	"glioblastoma"	""	"Male"	"HSRRB"	2	-4.80246423033844	"Adherent"	"EMEM: 80.0%; 20%FBS"	"48.2"	"CVCL_1795"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Glioblastoma"	40	"SIDM00316"	""	"Glioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000470"	"SW1463"	"SW1463_LARGE_INTESTINE"	""	909748	"colorectal"	"colorectal_adenocarcinoma"	""	""	"Female"	"ATCC"	3	-3.52014021678689	"Adherent"	"RPMI-1640: 10%FBS"	"21.4"	"CVCL_1718"	"large_intestine"	"Primary"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	66	"SIDM00834"	""	"Colon/Colorectal"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000471"	"LI7"	"LI7_LIVER"	""	NA	"liver"	""	""	""	"Male"	"RIKEN"	2	-5.53105556848606	"Adherent"	"RPMI; 10% FBS"	"6.9"	"CVCL_3840"	"liver"	""	"Liver Cancer"	""	45	""	""	"Liver"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000472"	"HSC2"	"HSC2_UPPER_AERODIGESTIVE_TRACT"	""	753562	"upper_aerodigestive"	"upper_aerodigestive_squamous"	""	""	"Male"	"HSRRB"	2	-5.3807840037336	"Adherent"	"EMEM; 10% FBS"	"17.1"	"CVCL_1287"	"upper_aerodigestive_tract"	"Metastasis"	"Head and Neck Cancer"	"Squamous Cell Carcinoma"	69	"SIDM00590"	""	"Head And Neck"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000473"	"RT112"	"RT112_URINARY_TRACT"	""	909704	"urinary_tract"	"bladder_carcinoma"	"bladder_transitional_cell"	""	"Female"	"DSMZ"	2	-3.02517634050284	"Adherent"	"RPMI; 10% FBS"	"32.2"	"CVCL_1670"	"urinary_tract"	"Primary"	"Bladder Cancer"	"Transitional Cell Carcinoma"	NA	"SIDM00402"	""	"Bladder"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000475"	"HUH1"	"HUH1_LIVER"	""	1298146	"liver"	"hepatocellular_carcinoma"	"hbs_antigen_carrier"	""	"Male"	"HSRRB"	2	-5.58088767994163	"Adherent"	"DMEM;10% FBS;"	"3.9"	"CVCL_2956"	"liver"	"Primary"	"Liver Cancer"	"Hepatocellular Carcinoma, HBs-antigen carrier"	53	"SIDM00586"	""	"Liver"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"Sanger"	"CCLE"
"ACH-000476"	"JHH4"	"JHH4_LIVER"	""	1240158	"liver"	"hepatocellular_carcinoma"	""	""	"Male"	"HSRRB"	2	-3.60918937482558	"Adherent"	"EMEM; 10% FBS"	"45.6"	"CVCL_2787"	"liver"	"Primary"	"Liver Cancer"	"Hepatocellular Carcinoma"	51	"SIDM00616"	""	"Liver"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000477"	"MALME3M"	"MALME3M_SKIN"	""	NA	"skin"	"melanoma"	""	""	"Male"	"ATCC"	2	-3.53307811786709	"Adherent"	"RPMI; 10% FBS"	"53.4"	"CVCL_1438"	"lung"	"Metastasis"	"Skin Cancer"	"Melanoma"	43	"SIDM00011"	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000478"	"SNU387"	"SNU387_LIVER"	""	909736	"liver"	"hepatocellular_carcinoma"	""	""	"Female"	"ATCC"	2	-3.96662023970728	"Adherent"	"RPMI; 10% FBS"	"6"	"CVCL_0250"	"liver"	"Primary"	"Liver Cancer"	"Hepatocellular Carcinoma"	41	"SIDM01180"	""	"Liver"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000479"	"KNS81"	"KNS81_CENTRAL_NERVOUS_SYSTEM"	""	NA	"central_nervous_system"	"glioma"	"glioblastoma"	""	"Male"	"HSRRB"	0	-1.85423483508239	"Adherent"	"DMEM; 5% FBS"	"60"	"CVCL_2799"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Glioblastoma"	65	"SIDM00605"	""	"Glioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"no"	"CCLE"
"ACH-000480"	"HUH7"	"HUH7_LIVER"	""	907071	"liver"	"hepatocellular_carcinoma"	""	""	"Male"	"HSRRB"	2	-3.86846440480475	"Adherent"	"DMEM; 10% FBS"	"47.9"	"CVCL_0336"	"liver"	"Primary"	"Liver Cancer"	"Hepatocellular Carcinoma"	57	"SIDM00585"	""	"Liver"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000481"	"NCIH2170"	"NCIH2170_LUNG"	""	687815	"lung"	"NSCLC"	"NSCLC_squamous"	""	"Male"	"ATCC"	3	-3.46615144861841	"Adherent"	"RPMI;10% FBS;"	"14.4"	"CVCL_1535"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"	NA	"SIDM00716"	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"DepMap"	"Sanger"	"CCLE"
"ACH-000482"	"RERFLCKJ"	"RERFLCKJ_LUNG"	""	1298537	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"Male"	"HSRRB"	NA	NA	""	""	""	"CVCL_1654"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	78	"SIDM00356"	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000483"	"SNU182"	"SNU182_LIVER"	""	1240216	"liver"	"hepatocellular_carcinoma"	""	""	"Male"	"ATCC"	2	-3.71454934270964	"Adherent"	"RPMI; 10% FBS"	"36.6"	"CVCL_0090"	"liver"	"Primary"	"Liver Cancer"	"Hepatocellular Carcinoma"	24	"SIDM01151"	""	"Liver"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000484"	"VMRCRCW"	"VMRCRCW_KIDNEY"	""	1240224	"kidney"	"renal_cell_carcinoma"	""	""	"Male"	"RIKEN"	1	-3.28874841883126	"Adherent"	"EMEM; 10% FBS"	"8.7"	"CVCL_1790"	"kidney"	"Primary"	"Kidney Cancer"	"Renal Cell Carcinoma"	NA	"SIDM00318"	""	"Kidney"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000485"	"GSU"	"GSU_STOMACH"	""	NA	"gastric"	"gastric_adenocarcinoma"	""	""	"Male"	"RIKEN"	2	-3.37323593514211	"Semi-adherent"	"RPMI-1640: 10%FBS"	"15.3"	"CVCL_8877"	"ascites"	"Metastasis"	"Gastric Cancer"	"Adenocarcinoma"	37	""	""	"Gastric"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000486"	"KU1919"	"KU1919_URINARY_TRACT"	""	907312	"urinary_tract"	"bladder_carcinoma"	"bladder_transitional_cell"	""	"Male"	"DSMZ"	2	-4.2562400394807	"Adherent"	"RPMI; 10%heat inactive FBS"	"33.3"	"CVCL_1344"	"urinary_tract"	""	"Bladder Cancer"	"Transitional Cell Carcinoma"	76	"SIDM01033"	""	"Bladder"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000488"	"TE11"	"TE11_OESOPHAGUS"	""	946354	"esophagus"	"esophagus_squamous"	""	""	"Male"	"RIKEN"	2	-4.85944045822215	"Adherent"	"RPMI-1640: 10% FBS"	"5.1"	"CVCL_1761"	"oesophagus"	"Primary"	"Esophageal Cancer"	"Squamous Cell Carcinoma"	58	"SIDM00348"	""	"Esophageal"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000489"	"SW1116"	"SW1116_LARGE_INTESTINE"	""	909746	"colorectal"	"colorectal_adenocarcinoma"	""	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_0544"	"Colon"	"Primary"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	73	"SIDM00835"	""	"Colon/Colorectal"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000490"	"SF767"	"SF767_CENTRAL_NERVOUS_SYSTEM"	""	NA	"central_nervous_system"	"glioma"	"astrocytoma"	""	"Female"	"Academic lab"	2	-5.09689103289989	"Adherent"	"DMEM; 10% FBS"	"8.2"	"CVCL_6950"	"stomach"	"Metastasis"	"Brain Cancer"	"Astrocytoma"	NA	"SIDM00626"	""	"Glioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-000491"	"NCIH716"	"NCIH716_LARGE_INTESTINE"	""	908458	"colorectal"	"colorectal_adenocarcinoma"	""	""	"Male"	"ATCC"	3	-2.70809097264948	"Semi-adherent"	"RPMI; 10% FBS"	"8"	"CVCL_1581"	"ascites"	"Metastasis"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	33	"SIDM00779"	""	"Colon/Colorectal"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000493"	"SNU423"	"SNU423_LIVER"	""	909737	"liver"	"hepatocellular_carcinoma"	""	""	"Male"	"ATCC"	1	-3.24085501444095	"Adherent"	"RPMI; 10% FBS"	"16.7"	"CVCL_0366"	"liver"	"Primary"	"Liver Cancer"	"Hepatocellular Carcinoma"	40	"SIDM01199"	""	"Liver"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000494"	"OELE"	"OELE_OVARY"	"OEL(E)"	NA	"engineered_ovary"	""	""	""	"Unknown"	"Academic lab"	NA	NA	""	""	""	"CVCL_IW56"	"ovary"	""	"Engineered"	""	NA	""	""	"Immortalized"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"no"	"CCLE"
"ACH-000495"	"TUHR4TKB"	"TUHR4TKB_KIDNEY"	""	NA	"kidney"	"renal_cell_carcinoma"	""	""	"Male"	"RIKEN"	1	-3.39840185165638	"Adherent"	"DMEM;10% FBS;"	"22.8"	"CVCL_5957"	"kidney"	"Primary"	"Kidney Cancer"	"Renal Cell Carcinoma"	60	""	""	"Kidney"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000496"	"NCIH1792"	"NCIH1792_LUNG"	""	724868	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"Male"	"ATCC"	4	-4.20794904291596	"Adherent"	"RPMI; 10% FBS"	"14.3"	"CVCL_1495"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	50	"SIDM00771"	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
